sample_name	accession_no	age	age_units	animal_name	antibiotic_use	body_habitat	body_product	body_site	clns_testing	collection_device	collection_method	collection_time	collection_time_point	collection_timestamp	current_behavior_of_animal_if_out_of_the_ordinary	date	day_of_diet_transition	deceased	description	diet_beef_quantity	diet_beef_quantity_units	diet_composition	diet_consumption	diet_horse_quantity	diet_horse_quantity_units	diet_intervention	diet_offered	dna_extracted	dob	elevation	elevation_units	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	fecal_score	feeding_phase_categorical	feeding_phase_continuous	filename	geo_loc_name	healthy_liver	host_age	host_age_units	host_body_habitat	host_body_product	host_body_site	host_common_name	host_height	host_height_units	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	inj_num	latitude	latitude_units	life_stage	liver_health	longitude	longitude_units	medical_or_chronic_problems	medication_amoxicillin	medication_cefalexin	medication_clavamox	medication_denamarin	medication_famotidine	medication_flagyl	medication_lactalose	medication_meloxicam	medication_omezaprole	medication_zofran	ms_sample_name	physical_specimen_location	physical_specimen_remaining	plate_num	position	qiita_study_id	sample_processing	sample_type	sampled_location	scientific_name	sex	sex_mf	sibling	source	stool_other	supplement_given	taxon_id	time_feces	time_feces_collected	time_feces_sampled	time_of_day_feces_collected	time_point	time_point_units	time_to_process	time_to_process_units	title
11872.G84996	605313	12.91	years	MAKENA	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	CLNS	tube; swube	manually	not applicable	12	1/27/18	none reported	1/27/18	Day 6	no	stool	0	lb	shank	1	0	lb	no	1/2 shank	TRUE	8/9/05	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	3	phase 1	1	G84996_RE8_01_35144.mzXML	USA:CA:San Diego	FALSE	12.91	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	MAKENA	32536	not provided	missing: not provided	35144	33.0974	Decimal degrees	adult	CLNS	116.9957	Decimal degrees	Denamarin and lactalose daily until further notice	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	G84996	UCSD: Dorrestein lab	TRUE	1	RE8	11872	frozen at -80C	feces	CBC	feces metagenome	female	F	DENAMARIN	not applicable	flakey	denamarin	1861841	not collected	8:05:00	10:15:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G84997	615483	11.25	years	MOJA	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; normal levels	tube; swube	manually	not applicable	12	1/27/18	none reported	1/27/18	DAY 6 DIET CHANGE	no	stool	0	lb	shank	1	0	lb	yes	Full Shank	TRUE	4/12/07	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	2	phase 2	2	G84997_RF8_01_35391.mzXML	USA:CA:San Diego	TRUE	11.25	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	MOJA	32536	not provided	missing: not provided	35391	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G84997	UCSD: Dorrestein lab	TRUE	3	RF8	11872	frozen at -80C	feces	CBC	feces metagenome	male	M	NO	not applicable	not provided	no	1861841	not collected	8:30:00	10:25:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G84998	614362	4	years	PUMZIKA	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; normal levels	tube; swube	manually	not applicable	12	1/27/18	none reported	1/27/18	DAY 6 DIET CHANGE	no	stool	0	lb	shank	1	0	lb	yes	1/2 shank	TRUE	7/13/14	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	2	phase 2	2	G84998_RD8_01_35128.mzXML	USA:CA:San Diego	TRUE	4	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	PUMZIKA	32536	not provided	missing: not provided	35128	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G84998	UCSD: Dorrestein lab	TRUE	1	RD8	11872	frozen at -80C	feces	CBC	feces metagenome	female	F	NO	not applicable	not provided	no	1861841	not collected	8:00:00	10:30:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G84999	617593	6.08	years	SANAA	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Liver biopsy; healthy	tube; swube	manually	not applicable	12	1/27/18	none reported	1/27/18	not collected	no	stool	not provided	lb	beef	1	0	lb	no	On beef only	TRUE	6/14/12	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	4	phase 1	1	G84999_RF4_01_35725.mzXML	USA:CA:San Diego	TRUE	6.08	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	SANAA	32536	not provided	missing: not provided	35725	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	Blood in stool	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G84999	UCSD: Dorrestein lab	TRUE	6	RF4	11872	frozen at -80C	feces	CBC	feces metagenome	female	F	NO	not applicable	not provided	no	1861841	not collected	7:50:00	10:40:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G85000	617368/617367	8.25	years	STRIKE/RANGER	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Liver biopsy, healthy	tube; swube	manually	not applicable	12	1/27/18	none reported	1/27/18	revert	no	stool	0	lb	horse	1	4.5	lb	yes	Offered 4.5 lbs horsemeat	TRUE	4/10/10	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	3	phase 2	2	G85000_RH7_01_35416.mzXML	USA:CA:San Diego	TRUE	8.25	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	STRIKE/RANGER	32536	not provided	missing: not provided	35416	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85000	UCSD: Dorrestein lab	TRUE	3	RH7	11872	frozen at -80C	feces	CBC	feces metagenome	male	M	NO	not applicable	fibrous	no	1861841	not collected	8:00:00	10:45:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G85001	617368/617367	8.25	years	STRIKE/RANGER2	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	No liver biopsy or blood drawn	tube; swube	manually	not applicable	12	1/27/18	none reported	1/27/18	revert	no	stool	0	lb	horse	1	4.5	lb	yes	Offered 4.5 lbs horsemeat	TRUE	4/16/10	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	3	phase 2	2	G85001_RC9_01_35115.mzXML	USA:CA:San Diego	TRUE	8.25	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	STRIKE/RANGER2	32536	not provided	missing: not provided	35115	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85001	UCSD: Dorrestein lab	TRUE	1	RC9	11872	frozen at -80C	feces	CBC	feces metagenome	male	M	NO	not applicable	not provided	no	1861841	not collected	8:00:00	10:55:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G85002	613245	11.08	years	ADDISON	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; normal levels	tube; swube	manually	not applicable	13	1/28/18	none reported	1/28/18	Day 7 DIET CHANGE	no	stool	1	lb	horse_beef	1	2	lb	yes	Offered 2 lbs horsemeat 1 lb beef	TRUE	6/15/07	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	3	phase 2	2	G85002_RA12_01_35326.mzXML	USA:CA:San Diego	TRUE	11.08	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	ADDISON	32536	not provided	missing: not provided	35326	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85002	UCSD: Dorrestein lab	TRUE	3	RA12	11872	frozen at -80C	feces	CBC	feces metagenome	female	F	NO	not applicable	fibrous	no	1861841	not collected	8:00:00	9:40:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G85003	614143	11.25	years	ALLY	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Liver biopsy, healthy	tube; swube	manually	not applicable	13	1/28/18	none reported	1/28/18	revert	no	stool	0	lb	horse	1	3	lb	yes	Offered 3 lbs horsemeat	TRUE	5/1/07	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	4	phase 2	2	G85003_RF6_01_35155.mzXML	USA:CA:San Diego	TRUE	11.25	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	ALLY	32536	not provided	missing: not provided	35155	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	No blood in stool	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85003	UCSD: Dorrestein lab	TRUE	1	RF6	11872	frozen at -80C	feces	CBC	feces metagenome	female	F	NO	not applicable	fibrous	no	1861841	not collected	7:45:00	9:45:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G85004	615482	11.25	years	AMANI	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; normal levels	tube; swube	manually	not applicable	13	1/28/18	none reported	1/28/18	Day 7 DIET CHANGE	no	stool	1	lb	horse_beef	1	3	lb	yes	Offered 3 lbs horsemeat 1 lb beef 10G SOLKA FLOC	TRUE	4/12/07	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	3	phase 2	2	G85004_RE7_01_35143.mzXML	USA:CA:San Diego	TRUE	11.25	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	AMANI	32536	not provided	missing: not provided	35143	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85004	UCSD: Dorrestein lab	TRUE	1	RE7	11872	frozen at -80C	feces	CBC	feces metagenome	male	M	SOLKA FLOX	not applicable	not provided	solka flox	1861841	not collected	8:45:00	9:50:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G85005	616606	4.66	years	APOLLO	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Liver biopsy, healthy; stem cell donor to cheetah Makena	tube; swube	manually	not applicable	13	1/28/18	none reported	1/28/18	Day 7 DIET CHANGE	no	stool	1	lb	horse_beef	1	3	lb	yes	Offered 3 lbs horsemeat 1 lb beef	TRUE	11/12/13	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	3	phase 2	2	G85005_RF4_01_35386.mzXML	USA:CA:San Diego	TRUE	4.66	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	APOLLO	32536	not provided	missing: not provided	35386	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85005	UCSD: Dorrestein lab	TRUE	3	RF4	11872	frozen at -80C	feces	CBC	feces metagenome	male	M	NO	not applicable	white pieces, fibrous	no	1861841	not collected	8:40:00	9:55:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G85006	617129	3.66	years	BLUE	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; healthy	tube; swube	manually	not applicable	13	1/28/18	none reported	1/28/18	Day 7 DIET CHANGE	no	stool	0.5	lb	horse_beef	85% consumption	2.5	lb	yes	Offered 2.5 lbs horsemeat .5 lb beef	TRUE	11/24/14	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	3	phase 2	2	G85006_BD2_01_35573.mzXML	USA:CA:San Diego	TRUE	3.66	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	BLUE	32536	not provided	missing: not provided	35573	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85006	UCSD: Dorrestein lab	TRUE	5	BD2	11872	frozen at -80C	feces	CBC	feces metagenome	female	F	NO	not applicable	fibrous	no	1861841	not collected	8:15:00	10:00:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G85007	605313	12.91	years	MAKENA	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	CLNS	tube; swube	manually	not applicable	13	1/28/18	none reported	1/28/18	Day 7	no	stool	not provided	lb	beef	1	0	lb	no	Offered beef only	TRUE	8/9/05	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	3	phase 1	1	G85007_BA5_01_35767.mzXML	USA:CA:San Diego	FALSE	12.91	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	MAKENA	32536	not provided	missing: not provided	35767	33.0974	Decimal degrees	adult	CLNS	116.9957	Decimal degrees	Denamarin and lactalose daily until further notice	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	G85007	UCSD: Dorrestein lab	TRUE	7	BA5	11872	frozen at -80C	feces	CBC	feces metagenome	female	F	DENAMARIN	not applicable	not provided	denamarin	1861841	not collected	8:10:00	10:10:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G85008	615483	11.25	years	MOJA	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; normal levels	tube; swube	manually	not applicable	13	1/28/18	none reported	1/28/18	Day 7 DIET CHANGE	no	stool	0.5	lb	horse_beef	1	3.5	lb	yes	Offered 3.5 lbs horsemeat .5 lbs beef 10G SOLKA FLOC	TRUE	4/12/07	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	3	phase 2	2	G85008_BD7_01_35578.mzXML	USA:CA:San Diego	TRUE	11.25	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	MOJA	32536	not provided	missing: not provided	35578	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85008	UCSD: Dorrestein lab	TRUE	5	BD7	11872	frozen at -80C	feces	CBC	feces metagenome	male	M	SOLKA FLOX	not applicable	A lot of hair, fibrous, sticks	solka flox	1861841	not collected	8:50:00	10:15:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G85009	614362	4	years	PUMZIKA	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; normal levels	tube; swube	manually	not applicable	13	1/28/18	none reported	1/28/18	Day 7 DIET CHANGE	no	stool	1	lb	horse_beef	1	3	lb	yes	Offered 3 lbs horsemeat 1 lb beef	TRUE	7/13/14	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	3	phase 2	2	G85009_BH7_01_35301.mzXML	USA:CA:San Diego	TRUE	4	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	PUMZIKA	32536	not provided	missing: not provided	35301	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85009	UCSD: Dorrestein lab	TRUE	2	BH7	11872	frozen at -80C	feces	CBC	feces metagenome	female	F	NO	not applicable	fibrous	no	1861841	not collected	8:20:00	10:20:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G85010	617593	6.08	years	SANAA	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Liver biopsy; healthy	tube; swube	manually	not applicable	13	1/28/18	none reported	1/28/18	not collected	no	stool	not provided	lb	beef	1	0	lb	no	Offered beef only	TRUE	6/14/12	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	4	phase 1	1	G85010_RH4_01_35181.mzXML	USA:CA:San Diego	TRUE	6.08	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	SANAA	32536	not provided	missing: not provided	35181	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	No blood in stool	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85010	UCSD: Dorrestein lab	TRUE	1	RH4	11872	frozen at -80C	feces	CBC	feces metagenome	female	F	NO	not applicable	not provided	no	1861841	not collected	8:05:00	10:25:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G85011	617368/617367	8.25	years	STRIKE/RANGER	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Liver biopsy, healthy	tube; swube	manually	not applicable	13	1/28/18	none reported	1/28/18	revert	no	stool	0	lb	horse	1	4.5	lb	yes	Offered horsemeat only	TRUE	4/10/10	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	3	phase 2	2	G85011_RF11_01_35161.mzXML	USA:CA:San Diego	TRUE	8.25	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	STRIKE/RANGER	32536	not provided	missing: not provided	35161	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85011	UCSD: Dorrestein lab	TRUE	1	RF11	11872	frozen at -80C	feces	CBC	feces metagenome	male	M	NO	not applicable	not provided	no	1861841	not collected	7:45:00	10:30:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G85012	617368/617367	8.25	years	STRIKE/RANGER2	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	No liver biopsy or blood drawn	tube; swube	manually	not applicable	13	1/28/18	none reported	1/28/18	revert	no	stool	0	lb	horse	1	4.5	lb	yes	Offered horsemeat only	TRUE	4/16/10	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	3	phase 2	2	G85012_BF3_01_35270.mzXML	USA:CA:San Diego	TRUE	8.25	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	STRIKE/RANGER2	32536	not provided	missing: not provided	35270	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85012	UCSD: Dorrestein lab	TRUE	2	BF3	11872	frozen at -80C	feces	CBC	feces metagenome	male	M	NO	not applicable	not provided	no	1861841	not collected	7:45:00	10:35:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G85013	613245	11.08	years	ADDISON	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; normal levels	tube; swube	manually	not applicable	14	1/29/18	none reported	1/29/18	Day 8 DIET CHANGE	no	stool	1.5	lb	horse_beef	1	1.5	lb	yes	Offered 1.5 lbs horsemeat 1.5 lbs beef	TRUE	6/15/07	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	1	phase 2	2	G85013_RG5_01_35400.mzXML	USA:CA:San Diego	TRUE	11.08	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	ADDISON	32536	not provided	missing: not provided	35400	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85013	UCSD: Dorrestein lab	TRUE	3	RG5	11872	frozen at -80C	feces	CBC	feces metagenome	female	F	NO	not applicable	fibrous	no	1861841	not collected	8:35:00	12:30:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G85014	615482	11.25	years	AMANI	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; normal levels	tube; swube	manually	not applicable	14	1/29/18	none reported	1/29/18	Day 8 DIET CHANGE	no	stool	1.5	lb	horse_beef	1	2.5	lb	yes	Offered 2.5 lbs horsemeat 1.5 lb beef 10G SOLKA FLOC	TRUE	4/12/07	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	1	phase 2	2	G85014_RA12_01_35090.mzXML	USA:CA:San Diego	TRUE	11.25	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	AMANI	32536	not provided	missing: not provided	35090	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85014	UCSD: Dorrestein lab	TRUE	1	RA12	11872	frozen at -80C	feces	CBC	feces metagenome	male	M	SOLKA FLOX	not applicable	not provided	solka flox	1861841	not collected	10:00:00	12:33:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G85015	616606	4.66	years	APOLLO	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Liver biopsy, healthy; stem cell donor to cheetah Makena	tube; swube	manually	not applicable	14	1/29/18	none reported	1/29/18	Day 8 DIET CHANGE	no	stool	1.5	lb	horse_beef	1	3.5	lb	yes	Offered 3.5 lbs horsemeat 1.5 lbs beef	TRUE	11/12/13	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	1	phase 2	2	G85015_RG11_01_35176.mzXML	USA:CA:San Diego	TRUE	4.66	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	APOLLO	32536	not provided	missing: not provided	35176	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85015	UCSD: Dorrestein lab	TRUE	1	RG11	11872	frozen at -80C	feces	CBC	feces metagenome	male	M	NO	not applicable	fibrous	no	1861841	not collected	8:50:00	12:36:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
